page,line,text
119,19,"Russian political connection, and Emin Agalarov indicated that the attorney was a prosecutor. 73"
119,20,Goldstone recalled that the information that mi ht interest the Trum s involved Hillar Clinton
119,21,674
119,22,Kaveladze
119,23,"Goldstone 2/8/18 302, at 10; -"
119,24,"Kaveladze 11/16/17 302, at 5-6; 4/25/16 Email, Graff to Goldstone."
119,25,667
119,26,"RG000033-34 (4/25/16 Email, Graff to Goldstone (attachment))."
119,27,669
119,28,Call Records of Robert Goldstone
119,29,"Goldstone 2/8/18 302, at 6."
119,30,670
119,31,"Goldstone 2/8/18 302, at 1-2;                                        Beniaminov 1/6/18 302,"
119,32,at 3.
119,33,67 1
119,34,"Goldstone 2/8/18 302, at 1-5;                                                   DJTJR00008"
119,35,"(2/29/19 Email, Goldstone to Trump Jr.); Beniaminov 1/6/18 302, at 3; Shugart 9/25/17 302, at 2;"
119,36,"TRUMPORG_ 18_001325 (6/21/13 Email, Goldstone to Graft); TRUMPORG_ 18_001013 (6/24/13 Email,"
119,37,"Goldstone to Graff); TRUMPORG 18 001014 (6/24/13 Email, Graff to Shugart);"
119,38,"TRUMPORG_l8_001018 (6/26/13 Email, Graffto Goldstone); TRUMPORG_ l8_001022 (6/27/13 Email,"
119,39,"Graff to L. Kelly); TRUMPORG_18_001333 (9/12/13 Email, Goldstone to Graff, Shugart);"
119,40,"MUO00004289 (7/27/13 Email, Goldstone to Graff, Shugart)."
119,41,672
119,42,"see Goldstone 2/,8/ 18 302, at 6-7."
119,43,673
119,44,674
119,45,111
119,46,NA
120,1,U.S. Department of Justice
120,2,Atter1:1e~·Werk Pred1:1et// Mtt~·Ce1:1ttttfl
120,3,Mttterittl Preteeted Uttder Fed. R. Crtm. P. 6(e)
120,4,675
120,5,The                                             mentioned by Emin Agalarov was Natalia
120,6,"Veselnitskaya.       From approximately 1998 until 2001, Veselnitskaya worked as a prosecutor for"
120,7,"the Central Administrative District of the Russian Prosecutor's Office, 677 and she continued to"
120,8,perform government-related work and maintain ties to the Russian government following her
120,9,"departure. 678 She lobbied and testified about the Magnitsky Act, which imposed financial"
120,10,sanctions and travel restrictions on Russian officials and which was named for a Russian tax
120,11,"specialist who exposed a fraud and later died in a Russian prison. 679 Putin called the statute ""a"
120,12,"purely political , unfriendly act,"" and Russia responded by barring a list of current and former U.S."
120,13,officials from entering Russia and by halting the adoption of Russian children by U.S. citizens. 680
120,14,"Veselnitskaya performed legal work for Denis Katsyv, 681 the son of Russian businessman Peter"
120,15,"Katsyv, and for his company Prevezon Holdings Ltd., which was a defendant in a civil-forfeiture"
120,16,action alleging the laundering of proceeds from the fraud exposed by Magnitsky. 682 She also
120,17,675
120,18,676
120,19,"In December 2018, a grand jury in the Southern District of New York returned an indictment"
120,20,"charging Veselnitskaya with obstructing the Prevezon litigation discussed in the text above. See Indictment ,"
120,21,"United States v. Natalia Vladimirovna Veselnitskaya, No. 18-cr-904 (S.D.N.Y.). The indictment alleges,"
120,22,"among other things, that Veselnitskaya lied to the district court about her relationship to the Russian"
120,23,Prosecutor General's Office and her involvement in responding to a U.S. document request sent to the
120,24,Russian government.
120,25,677
120,26,"Veselnitska a 11/20/17 Statement to the Senate Committee on the Judiciary, at 2;-"
120,27,678
120,28,"Testimony of Natalia Veselnitskaya Before the Senate Committee on Judiciary (Nov. 20 , 2017)"
120,29,"at 33; Keir Simmons & Rachel Elbaum , Russian Lawyer Veselnitskaya Says She Didn't Give Trump Jr."
120,30,"Info on Clinton, NBC News (July 11, 2017); Maria Tsvetkova & Jack Stubbs, Moscow Lawyer Who Met"
120,31,"Trump Jr. Had Russian Spy Agency As Client, Reuters (July 21, 2017); Andrew E. Kramer & Sharon"
120,32,"LaFraniere , Lawyer Who Was Said to Have Dirt on Clinton Had Closer Ties to Kremlin than She Let On,"
120,33,"New York Times (Apr. 27, 2018).                                                          ·"
120,34,679
120,35,"See Pub. L. No. 112-208 §§ 402, 404(a)(l), 126 Stat. 1502, 1502-1506. Sergei Magnitsky was"
120,36,"a Russian tax specialist who worked for William Browder, a former investment fund manager in Russia."
120,37,"Browder hired Magnitsky to investigate tax fraud by Russian officials, and Magnitsky was charged with"
120,38,"helping Browder embezzle money. After Magnitsky died in a Russian prison, Browder lobbied Congress"
120,39,"to pass the Magnitsky Act. See, e.g., Andrew E. Kramer, Turning Tables in Magnitsky Case, Russia"
120,40,"Accuses Nemesis of Murder , New York Times (Oct. 22, 2017) ; Testimony ofNatalia Veselnitskaya Before"
120,41,"the Senate Committee on Judiciary (Nov. 20, 2017), Exhibits at 1-4; Rosie Gray, Bill Browd er 's Testimony"
120,42,"to the Senate Judiciary Committee, The Atlantic (July 25, 2017)."
120,43,680
120,44,"Ellen Barry, Russia Bars 18 Americans After Sanctions by US, New York Times (Apr. 13, 2013);"
120,45,"Tom Porter, Supporters of the Magnitsky Act Claim They 've Been Targets of Russian Assassination and"
120,46,"Kidnapping Bids, Newsweek (July 16, 2017)."
120,47,681
120,48,"Testimony ofNatalia Veselnitskaya Before the Senate Committee on Judiciary (Nov. 20, 2017),"
120,49,at 21.
120,50,682
120,51,"See Veselnitskaya Deel., United States v. Prevezon Holdings, Ltd., No. 13-cv-6326 (S.D.N.Y.);"
120,52,"see Prevezon Holdings, Second Amended Complaint; Prevezon Holdings , Mem. and Order ; Prev ezon"
120,53,"Holdings, Deposition of Oleg Lurie."
120,54,112
120,55,NA
121,1,U.S. Department of Justice
121,2,Atterttey Werk Preeittet// Mo~·Ce)fttoiRMoteriol Preteetee Utteier Fee . R. Crim. P. 6Ee)
121,3,appears to have been involved in an April 2016 approach to a U.S. congressional delegation in
121,4,"Moscow offering ""confidential information "" from ""the Prosecutor General of Russia "" about"
121,5,"""interactions between certain political forces in our two countries. "" 683"
121,6,I
121,7,"Shortly after his June 3 call with Emin Agalarov, Goldstone emailed Trump Jr. 684 The"
121,8,email stated:
121,9,Goodmorning
121,10,Emlnjustcalled-andaskedmetocontact   youwithsomething    veryInteresting.
121,11,TheCrown   prosecutor
121,12,ofRussia metwithhisfatherArasthismorning                      offered
121,13,andintheirmeeting     lo providetheTrump  campaignwith
121,14,someofficialdocuments andinformationthatwouldincriminate         andherdealings
121,15,HIiiary             withRussiaandwouldbe veryusefultoyourfather.
121,16,Thisisobviouslyveryhighlevelandsensitive information butispartofRussia  andItsgovernment's
121,17,supportforMr.Trump  - helped
121,18,alongby
121,19,ArasandEmin.
121,20,Whatdoyouthinkisthebestwaytohandle     thisinformation andwouldyoubeabletospeak    to Eminaboutit directly?
121,21,"I canalsosendthisInfotoyourfathervia Rhona , butit Isultrasensitive"
121,22,sowanted tosendtoyoufirst.
121,23,Best
121,24,RobGoldstone
121,25,"Within minutes of this email, Trump Jr . responded , emailing back: ""Thanks Rob I appreciate that."
121,26,I am on the road at the moment but perhaps I j ust speak to Emin first. Seems we have some time
121,27,and if it's what you say I love it especially later in the summer. Could we do a call first thing next
121,28,"week when I am back?"" 685 Goldstone conveyed Trump Jr.'s interest to Emin Agalarov, emailing"
121,29,"that Trump Jr. ""wants to speak personally on the issue ."" 686"
121,30,"On June 6, 2016, Emin Agalarov asked Goldstone ifther e was ""[a]ny news, "" and Go ldstone"
121,31,"explained that Trump Jr. was likely still traveling for the ""final elections ... where [T]rurnp will"
121,32,"be 'crowned' the official nominee."" 687 On the same day, Goldstone again emailed Trump Jr. and"
121,33,"asked when Trump Jr. was ""free to talk with Emin about this Hillary info."" 688 Trump Jr. asked if"
121,34,683
121,35,"See Gribbin 8/31/17 302, at 1-2 & lA (undat ed one-page document given to congressional"
121,36,delegation). The Russian Prosecutor General is an official with broad national responsibilities in the
121,37,"Russian legal system. See Federal Law on the Prosecutor' s Office of the Russian Federation ( 1992,"
121,38,amended 2004).
121,39,684
121,40,"RG000061 (6/3/ 16 Email, Goldstone to Trump Jr.); DJTJR00446 (6/3/16 Email, Goldstone to"
121,41,Donald Trump Jr.); @DonaldJTrumpJr 07/11/17 (11 :00) Tweet.
121,42,685
121,43,"DJTJR00446 (6/3/16 Email, Trump Jr. to Goldstone); @DonaldJTrumpJr 07/11/1 7 (11 :00)"
121,44,"Tweet; RG000061 (6/3/16 Email, Trump Jr. to Goldstone)."
121,45,686
121,46,"RG000062 (6/3/ 16 Email, Goldstone & Trump Jr.)."
121,47,687
121,48,"RG000063 (6/6/16 Email, A. Agalarov to Goldstone); RG000064 (6/6/16 Email, Goldstone to"
121,49,A. Agalarov).
121,50,688
121,51,"RG000065 (6/6/16 Email, Goldstone to Trump Jr.); DJTJR00446 (6/6/16 Email, Goldstone to"
121,52,Trump Jr.).
121,53,113
121,54,NA
122,1,U.S. Department of Justice
122,2,"Att6mey W6rk Pl'6dttet ,','May CmttttiR Mfttet1ittlPt16teetedURdet1Fed. R. Ct1im.P. 6(e)"
122,3,"they could ""speak now,"" and Goldstone arranged a call between Trump Jr. and Emin Agalarov. 689"
122,4,"On June 6 and June 7, Trump Jr. and Emin Agalarov had multiple brief calls. 690"
122,5,"Also on June 6, 2016, Aras Agalarov called Ike Kaveladze and asked him to attend a"
122,6,"meeting in New York with the Trump Organization. 691 Kaveladze is a Georgia-born, naturalized"
122,7,U.S. citizen who worked in the United States for the Crocus Group and reported to Aras
122,8,"Agalarov. 692 Kaveladze told the Office that, in a second phone call on June 6, 2016, Aras Agalarov"
122,9,"asked Kaveladze ifhe knew anything about the Magnitsky Act, and Aras sent him a short synopsis"
122,10,"for the meeting and Veselnitskaya's business card. According to Kaveladze, Aras Agalarov said"
122,11,"the purpose of the meeting was to discuss the Magnitsky Act, and he asked Kaveladze to"
122,12,translate. 693
122,13,ii. Awareness of the Meeting Within the Campaign
122,14,"On June 7, Goldstone emailed Trump Jr. and said that ""Emin asked that I schedule a"
122,15,"meeting with you and [t]he Russian government attorney who is flying over from Moscow."" 694"
122,16,"Trump Jr. replied that Manafort (identified as the ""campaign boss"") , Jared Kushner , and Trump"
122,17,"Jr. would likely attend. 695 Go~d                     to learn that Trump Jr., Manafort, and Kushner"
122,18,696
122,19,"would attend.        Kaveladze ---                    ""puzzled"" by the list of attendees and that he"
122,20,"checked with one of Emin Agalarov's assistants , Roman Beniaminov , who said that the purpose"
122,21,"of the meeting was for Veselnitskaya to convey ""negative information on Hillary Clinton."" 697"
122,22,"Beniaminov, however, stated that he did not recall having known or said that. 698"
122,23,"Early on June 8, 2016 Kushner emailed his assistant, asking her to discuss a 3 :00 p.m ."
122,24,689
122,25,DJTJR00445
122,26,and Trump Jr.);
122,27,690
122,28,DJTJR00499                                                                 ); Call Records
122,29,693
122,30,"Kaveladze 11/16/17 302, at 6."
122,31,694
122,32,"DJTJR00467 (6/7/16 Email, Goldstone to Trum"
122,33,"Tweet; RG000068 (6/7/16 Email, Goldstone to Trump Jr.);"
122,34,695
122,35,"DJTJR00469 (6/7/16 Email, Trump Jr. to Goldstone); @DonaldJTrumpJr 07/11/1 7 (11 :00)"
122,36,"Tweet; RG000071 6/7/16 Email, Trum Jr. to Goldstone); OSC-KAV _00048 (6/7/16 Email, Goldstone to"
122,37,Kaveladze);
122,38,696
122,39,"Goldstone 2/8/18 302, at 7;"
122,40,697
122,41,"KA V_00048 (6/7/16 Email, Goldstone to Kaveladze)."
122,42,698
122,43,"Beniaminov 1/6/18 302, at 3."
122,44,114
122,45,NA
123,1,U.S. Department of Justice
123,2,Atist1neyWst1kPred1:1et// Ma:y Csnta:in Ma:teria:lPt1steeted Undet1Fed. R. Crim..P. 6(e)
123,3,"meeting the following day with Trump Jr. 699 Later that day , Trump Jr. forwarded the entirety of"
123,4,"his email correspondence regarding the meeting with Goldstone to Manafort and Kushner, under"
123,5,"the subject line ""FW: Russia - Clinton - private and confidential, "" adding a note that the ""[m]eeting"
123,6,°
123,7,"got moved to 4 tomorrow at my offices."" 70 Kushner then sent his assistant a second email ,"
123,8,"informing her that the ""[m]eeting with don jr is 4pm now .""70 1 Manafort responded , ""See you"
123,9,"then. P. "" 702"
123,10,"Rick Gates , who was the deputy campaign chairman, stated during interviews with the"
123,11,"Office that in the days before June 9, 2016 Trump Jr. announced at a regular morning meeting of"
123,12,senior campaign staff and Trump family members that he had a lead on negative information about
123,13,the Clinton Foundation. 703 Gates believed that Trump Jr. said the information was coming from a
